handleId,fieldType,name,description,productImageUrl,collection,sku,ribbon,price,surcharge,visible,discountMode,discountValue,inventory,weight,cost,productOptionName1,productOptionType1,productOptionDescription1,productOptionName2,productOptionType2,productOptionDescription2,productOptionName3,productOptionType3,productOptionDescription3,productOptionName4,productOptionType4,productOptionDescription4,productOptionName5,productOptionType5,productOptionDescription5,productOptionName6,productOptionType6,productOptionDescription6,additionalInfoTitle1,additionalInfoDescription1,additionalInfoTitle2,additionalInfoDescription2,additionalInfoTitle3,additionalInfoDescription3,additionalInfoTitle4,additionalInfoDescription4,additionalInfoTitle5,additionalInfoDescription5,additionalInfoTitle6,additionalInfoDescription6,customTextField1,customTextCharLimit1,customTextMandatory1,customTextField2,customTextCharLimit2,customTextMandatory2,brand
product_3b6705d2-cf8d-369c-3276-1f5da5107cdf,Product,Colour Changing Personalised leggings,"<p>Stylish, classy &amp; best of all, it’s personalised!</p><p>&nbsp;</p><p>Our clothes &amp; Accessories allows you to personalise your own clothes.</p><p>&nbsp;</p><p>With a personal touch, your shopping becomes more sentimental and valuable. So whether it's a gift, personal wear or a special occasion, it's is all about you!</p><p>&nbsp;</p><p>&nbsp;</p>",4cb4a2_30340fedb73c4a0b904691203f590367~mv2.jpg;4cb4a2_398cfb0fb7b140f18932e244fd58d76e~mv2.jpg;4cb4a2_4799443b16d54c28b1c5d975cc046a49~mv2.png,Children;Christmas;Design your own;Kids;Leggings & Sets;Non-Sale;SUMMER,,,11.0,,true,PERCENT,0.0,InStock,0.0,7.1,Size,DROP_DOWN,0-3 Months;3-6 Months;6-12 Months;1-2yrs;3-4yrs;2-3yrs;4-5yrs;5-6yrs;6-7yrs;7-8yrs;8-9yrs;9-10yrs;10-11yrs;11-12yrs;12-13yrs;13-14years;14,Name colour,DROP_DOWN,white to blue;white to pink,,,,,,,,,,,,,,,,,,,,,,,,,Name/Text,50,true,,,,
product_b072ca1d-9c2b-d475-f05f-4170d9cb47ab,Product,Pastel Personalised T-shirt,<p>Are you pastel obsessed? Well we are... this is the perfect t-shirt for any pastel loving little one!</p><p>&nbsp;</p>,4cb4a2_5b519c1cc75b46d696cd03b1a61a97b3~mv2.jpg;4cb4a2_911a999195474ffb8eb3c46da3a5ee75~mv2.jpg,Children;Kids;Non-Sale;Shop now;SUMMER;T-shirt,,,11.0,,true,AMOUNT,0.0,InStock,0.0,,Size,DROP_DOWN,0-3 months;3-6 months;6-12 months;1-2 years;2-3 years;3-4 years;4-5 years;5-6 years;6-7 years;7-8 years;8-9 years;9-10 years,Name colour,DROP_DOWN,yellow;Pink;blue;lilac;green,,,,,,,,,,,,,Product info,"<ul>
	<li>100% Cotton&nbsp;</li>
	<li>200gsm (approx)</li>
	<li>Supersoft fabric</li>
</ul>
",,,,,,,,,,,Name,500,true,,,,
product_c82f1406-9f52-8e40-fc20-b70834b33bc4,Product,Colour changing Hooded Denim Jacket,<p>What cool jacket for a cool kid... the name changes colour when expose to the sunlight (uv light) how cool is that?!</p><p>&nbsp;</p><p>&nbsp;</p><p>&nbsp;</p><p>Please avoid leaving this product in the sun for a prolonged period of time (on a washing line) as it can cause damage to the vinyl.</p><p>&nbsp;</p><p>&nbsp;</p>,4cb4a2_bb70c3edcc47452993ae0c0347222338~mv2.jpg;4cb4a2_ca3be77b7dce49d2b511499f62d1d69a~mv2.jpg;4cb4a2_d08527662a004081a17b3fe7a416b065~mv2.jpg;4cb4a2_e5d77c9022cf42708b3f294746292fa8~mv2.png,Children;Coats & Jackets;Kids;Non-Sale;Shop now;SUMMER,,,25.0,,true,AMOUNT,0.0,InStock,0.0,18.87,Size,DROP_DOWN,6-12 Months;12-18 Months;18-24 Months;24-36months;3-4 years;5-6 years,Name colour,DROP_DOWN,white to pink;white to blue,,,,,,,,,,,,,,,,,,,,,,,,,Name,500,true,Vinyl colour (see chart in pictures),500,true,
product_2b478640-685d-fbe7-9edd-f7f773982d3b,Product,Signature Initial Tracksuit,,4cb4a2_bd2e155a987f40a28b7d0ea3bb04a5be~mv2.png;4cb4a2_9a95ef0f15054e3ab78b67e9e5b89940~mv2.png;4cb4a2_e5d77c9022cf42708b3f294746292fa8~mv2.png;4cb4a2_3bc67882c97346cb975ad2d3c33ca05b~mv2.png,SALE,,,23.0,,false,AMOUNT,13.01,InStock,0.0,,Size,DROP_DOWN,6-12 Months;12-18 Months;1-2 years;2-3 years;3-4 years;4-5 years;5-6 years;6-7 years;7-8 years,Tracksuit Colour,COLOR,"#e9b1b1:dusty pink;#ddd16a:sand;#a8a8a8:grey;rgb(0, 0, 0):black",,,,,,,,,,,,,,,,,,,,,,,,,Name,500,true,Font & Font colour (see font & colour chart),500,true,
product_6ee2ebe0-58ae-36b3-6ef5-3af68cb61ccd,Product,Personalised Side Tracksuit,,4cb4a2_8e5e1d46011045deaa80413891aa9925~mv2.png;4cb4a2_9a95ef0f15054e3ab78b67e9e5b89940~mv2.png;4cb4a2_e5d77c9022cf42708b3f294746292fa8~mv2.png;4cb4a2_3bc67882c97346cb975ad2d3c33ca05b~mv2.png,SALE,,,23.0,,false,AMOUNT,13.01,InStock,0.0,,Size,DROP_DOWN,6-12 Months;12-18 Months;1-2 years;2-3 years;3-4 years;4-5 years;5-6 years;6-7 years;7-8 years,Tracksuit Colour,COLOR,"#e9b1b1:dusty pink;#ddd16a:sand;#a8a8a8:grey;rgb(0, 0, 0):black",,,,,,,,,,,,,,,,,,,,,,,,,Name,500,true,Font & Font colour (see font & colour chart),500,true,
product_c3ccd40d-8490-3340-f7f2-2ba2bbfdb098,Product,Hollow Initial  Tracksuit,,4cb4a2_7e3360011aa644e7855315ebc38b41f5~mv2.png;4cb4a2_9a95ef0f15054e3ab78b67e9e5b89940~mv2.png;4cb4a2_e5d77c9022cf42708b3f294746292fa8~mv2.png,SALE,,,23.0,,false,AMOUNT,13.01,InStock,0.0,,Size,DROP_DOWN,6-12 Months;12-18 Months;1-2 years;2-3 years;3-4 years;4-5 years;5-6 years;6-7 years;7-8 years,Tracksuit Colour,COLOR,"#e9b1b1:dusty pink;#ddd16a:sand;#a8a8a8:grey;rgb(0, 0, 0):black",,,,,,,,,,,,,,,,,,,,,,,,,Name,500,true,Font colour (see font chart),500,true,
product_726d3ddd-d025-6f01-7476-da099d345512,Product,Personalised Initial  Tracksuit,,4cb4a2_353a594de0bd43c8b932fb7d4e135959~mv2.png;4cb4a2_9a95ef0f15054e3ab78b67e9e5b89940~mv2.png;4cb4a2_e5d77c9022cf42708b3f294746292fa8~mv2.png,SALE,,,23.0,,false,AMOUNT,13.01,InStock,0.0,,Size,DROP_DOWN,6-12 Months;12-18 Months;1-2 years;2-3 years;3-4 years;4-5 years;5-6 years;6-7 years;7-8 years,Tracksuit Colour,COLOR,"#e9b1b1:dusty pink;#ddd16a:sand;#a8a8a8:grey;rgb(0, 0, 0):black",,,,,,,,,,,,,,,,,,,,,,,,,Name,500,true,Font colour (see font chart),500,true,
product_a3b3367b-fc43-2083-052b-f585cffa8732,Product,Personalised Graffiti Tracksuit,,4cb4a2_5304e497a4bd4725bb9e75efe02a01b0~mv2.png;4cb4a2_9a95ef0f15054e3ab78b67e9e5b89940~mv2.png;4cb4a2_e5d77c9022cf42708b3f294746292fa8~mv2.png,SALE,,,23.0,,false,AMOUNT,0.0,InStock,0.0,,Size,DROP_DOWN,6-12 Months;12-18 Months;1-2 years;2-3 years;3-4 years;4-5 years;5-6 years;6-7 years;7-8 years,Tracksuit Colour,COLOR,"#e9b1b1:dusty pink;#ddd16a:sand;#a8a8a8:grey;rgb(0, 0, 0):black",,,,,,,,,,,,,,,,,,,,,,,,,Name,500,true,Font colour (see font chart),500,true,
product_ee86e81a-deb6-b9ce-c83a-379de61f692b,Product,Personalised Signature Tracksuit,,4cb4a2_d1ef6355320a42569f5521e286482ac9~mv2.png;4cb4a2_96a238a30a5a42f3ae98ac4abd9206ed~mv2.jpg;4cb4a2_9a95ef0f15054e3ab78b67e9e5b89940~mv2.png;4cb4a2_e5d77c9022cf42708b3f294746292fa8~mv2.png,SALE,,,23.0,,false,AMOUNT,13.01,InStock,0.0,,Size,DROP_DOWN,6-12 Months;12-18 Months;1-2 years;2-3 years;3-4 years;4-5 years;5-6 years;6-7 years;7-8 years,Tracksuit Colour,COLOR,"#e9b1b1:dusty pink;#ddd16a:sand;#a8a8a8:grey;rgb(0, 0, 0):black",,,,,,,,,,,,,,,,,,,,,,,,,Name,500,true,Font colour (see font chart),500,true,
product_78053c5d-b9f1-bc3a-12fb-ff6b562d9871,Product,Personalised ChooseYour Own Font Tracksuit,,4cb4a2_b70371efa20045fa897ec48c82756cf0~mv2.png;4cb4a2_9a95ef0f15054e3ab78b67e9e5b89940~mv2.png;4cb4a2_e5d77c9022cf42708b3f294746292fa8~mv2.png;4cb4a2_3bc67882c97346cb975ad2d3c33ca05b~mv2.png,SALE,,,23.0,,false,AMOUNT,13.01,InStock,0.0,,Size,DROP_DOWN,6-12 Months;12-18 Months;1-2 years;2-3 years;3-4 years;4-5 years;5-6 years;6-7 years;7-8 years,Tracksuit Colour,COLOR,"#e9b1b1:dusty pink;#ddd16a:sand;#a8a8a8:grey;rgb(0, 0, 0):black",,,,,,,,,,,,,,,,,,,,,,,,,Name,500,true,Font & Font colour (see font & colour chart),500,true,
product_65e86dae-110b-2ed6-824d-38b0c520f601,Product,Design Your Own Baby Vest,"<p>Are you announcing a pregnancy,&nbsp;proposing marriage to your child's mother/father, celebrating a special event? Personalise your own baby vest with us, use the note box to add the font, text and design you would like and we will do the rest to make your vision come true.&nbsp;</p>",4cb4a2_053c929fdbb546a09b208234e03b3d47~mv2.png;4cb4a2_e5d77c9022cf42708b3f294746292fa8~mv2.png;4cb4a2_3bc67882c97346cb975ad2d3c33ca05b~mv2.png;4cb4a2_33ef3a9959a344e5ba7740e5137fff87~mv2.png,Baby;Baby Announcements;Baby Clothing;Design your own;New In!;Non-Sale;PARRESE PARTY;Special Occasions,,,10.0,,true,AMOUNT,0.0,InStock,0.0,5.7,Size,DROP_DOWN,0-3 Months;3-6 Months;6-9 Months;9-12 Months;12-18 Months;18-24 Months,Sleeve,DROP_DOWN,Longsleeve;Shortsleeve,Vest Colour,COLOR,"#57aceb:Blue;#ffffff:White;rgb(255, 192, 203):pink",,,,,,,,,,,,,,,,,,,,,,Name/Text,500,true,Font & Vinyl Colour (see font & colour chart in pictures),500,true,
product_b68dbaff-63f4-34b1-d1ed-d844549b89b9,Product,Heart Baby Announcement Vest,<p>The perfect way to annouce your new little bundle of joy&nbsp;</p>,4cb4a2_14454135eb7b4c3283402d98253be3a3~mv2.png;4cb4a2_e5d77c9022cf42708b3f294746292fa8~mv2.png,Baby;Baby Announcements;Baby Clothing;New In!;Non-Sale;PARRESE PARTY;SALE;Special Occasions,,,10.0,,true,AMOUNT,3.0,InStock,0.0,5.7,Size,DROP_DOWN,0-3 Months;3-6 Months;6-9 Months;9-12 Months;12-18 Months,Sleeve,DROP_DOWN,Longsleeve;Shortsleeve,Would you like to add the due date?,DROP_DOWN,Yes;No,,,,,,,,,,,,,,,,,,,,,,Due date,35,false,Vinyl colour (see colour chart),500,true,
product_f9911e6d-869f-d646-ff98-0b7686172952,Product,Baby Announcement Vest,<p>The perfect way to annouce your new little bundle of joy&nbsp;</p>,4cb4a2_83557dc68316475c8e619e4550ea9457~mv2.png;4cb4a2_e5d77c9022cf42708b3f294746292fa8~mv2.png,Baby;Baby Announcements;Baby Clothing;New In!;Non-Sale;PARRESE PARTY;SALE;Special Occasions,,,10.0,,true,AMOUNT,3.0,InStock,0.0,5.7,Size,DROP_DOWN,0-3 Months;3-6 Months;6-9 Months;9-12 Months;12-18 Months,Sleeve,DROP_DOWN,Longsleeve;Shortsleeve,Would you like to add the due date?,DROP_DOWN,Yes;No,,,,,,,,,,,,,,,,,,,,,,Due date,35,false,Vinyl colour (see colour chart),500,true,
product_1933d223-ab1a-98f0-ef07-0153dc9145df,Product,Player 2 Due Announcement Vest,<p>Perfect way to announce baby number 2</p>,4cb4a2_6b9b1edd23fe4873958ed6655005f122~mv2.png;4cb4a2_e5d77c9022cf42708b3f294746292fa8~mv2.png,Baby;Baby Announcements;Baby Clothing;New In!;Non-Sale;PARRESE PARTY;Special Occasions,,,10.0,,true,AMOUNT,0.0,InStock,0.0,5.7,Size,DROP_DOWN,0-3 Months;3-6 Months;6-9 Months;9-12 Months;12-18 Months,Sleeve,DROP_DOWN,Longsleeve;Shortsleeve,Due Date,DROP_DOWN,Yes;No,,,,,,,,,,,,,,,,,,,,,,Due date,35,true,Vinyl colour (see colour chart),500,true,
product_32413a87-1019-c1d0-82d6-ce1103ffd6a4,Product,Miracle Baby personalised Vest,<p>The perfect vest for the perfect little miracle.&nbsp;</p><p>&nbsp;</p><p>&nbsp;</p>,4cb4a2_78426e7ecb984f5e87993ebf80dc5269~mv2.png;4cb4a2_d0c0fbe67fd84ef7992455d8dc6e7340~mv2.png;4cb4a2_a1a1f612a7ca459d9976e63df23a1be6~mv2.png,Baby;Baby Announcements;Baby Clothing;Gift set;New In!;Non-Sale;PARRESE PARTY;Special Occasions,,,10.0,,true,AMOUNT,0.0,InStock,0.0,5.7,Size,DROP_DOWN,0-3 Months;3-6 Months;6-9 Months;9-12 Months;12-18 Months,Sleeve,DROP_DOWN,Longsleeve;Shortsleeve,Design Colour,COLOR,"#E31010:Rainbow;#ffc0cb:pink;#21b2e9:blue",,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_36d6f6d6-e3d9-13d7-300a-348e4fd23f39,Product,Rainbow Baby personalised Vest,<p>The perfect vest for the perfect little miracle.&nbsp;</p>,4cb4a2_0e3de2497643405e90eba40cdb1a30ff~mv2.png,Baby;Baby Announcements;Baby Clothing;Gift set;New In!;Non-Sale;PARRESE PARTY;Special Occasions,,,10.0,,true,AMOUNT,0.0,InStock,0.0,5.7,Size,DROP_DOWN,0-3 Months;3-6 Months;6-9 Months;9-12 Months;12-18 Months,Sleeve,DROP_DOWN,Longsleeve;Shortsleeve,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_f477f050-874e-04e6-849f-d62522fdc94b,Product,Dream world personalised Vest,"<p>Stylish, classy &amp; best of all personalised!</p><p>&nbsp;</p><p>Our clothes &amp; Accessories allows you to personalise your own clothes.</p><p>&nbsp;</p><p>With a personal touch, your shopping becomes more sentimental and valuable. So whether it's a gift, personal wear or a special occasion, it's is all about you!</p>",4cb4a2_5fb158c887204a6387f1caa80c7fbf80~mv2.png;4cb4a2_e5d77c9022cf42708b3f294746292fa8~mv2.png,Baby;Baby Clothing;Gift set;New In!;Non-Sale;PARRESE PARTY;Special Occasions,,,10.0,,true,AMOUNT,0.0,InStock,0.0,5.7,Size,DROP_DOWN,0-3 Months;3-6 Months;6-9 Months;9-12 Months;12-18 Months,Sleeve,DROP_DOWN,Longsleeve;Shortsleeve,Due Date,DROP_DOWN,Yes;No,,,,,,,,,,,,,,,,,,,,,,Name,35,true,Vinyl colour (see colour chart),500,true,
product_34c280f2-b285-8da9-668f-d380e4096908,Product,Outta this world personalised Vest,"<p>Stylish, classy &amp; best of all personalised!</p><p>&nbsp;</p><p>Our clothes &amp; Accessories allows you to personalise your own clothes.</p><p>&nbsp;</p><p>With a personal touch, your shopping becomes more sentimental and valuable. So whether it's a gift, personal wear or a special occasion, it's is all about you!</p>",4cb4a2_b699705554864e8c963ffeef0fc66da7~mv2.png;4cb4a2_e5d77c9022cf42708b3f294746292fa8~mv2.png,Baby;Baby Clothing;Gift set;New In!;Non-Sale;PARRESE PARTY;Special Occasions,,,10.0,,true,AMOUNT,0.0,InStock,0.0,5.7,Size,DROP_DOWN,0-3 Months;3-6 Months;6-9 Months;9-12 Months;12-18 Months,Sleeve,DROP_DOWN,Longsleeve;Shortsleeve,Due Date,DROP_DOWN,Yes;No,,,,,,,,,,,,,,,,,,,,,,Name,35,true,Vinyl colour (see colour chart),500,true,
product_4dfe6255-3c41-0286-b992-099426fc9745,Product,Star Baby Announcement Vest,"<p>Stylish, classy &amp; best of all personalised!</p><p>&nbsp;</p><p>Our clothes &amp; Accessories allows you to personalise your own clothes.</p><p>&nbsp;</p><p>With a personal touch, your shopping becomes more sentimental and valuable. So whether it's a gift, personal wear or a special occasion, it's is all about you!</p>",4cb4a2_c858b3cedc60493b86ef5c8b5a94a9a2~mv2.png;4cb4a2_e5d77c9022cf42708b3f294746292fa8~mv2.png,Baby;Baby Announcements;Baby Clothing;New In!;Non-Sale;PARRESE PARTY;SALE;Special Occasions,,,10.0,,true,AMOUNT,3.0,InStock,0.0,5.7,Size,DROP_DOWN,0-3 Months;3-6 Months;6-9 Months;9-12 Months;12-18 Months,Sleeve,DROP_DOWN,Longsleeve;Shortsleeve,Due Date,DROP_DOWN,Yes;No,,,,,,,,,,,,,,,,,,,,,,Name,35,true,Vinyl colour (see colour chart),500,true,
product_298e84b6-41b4-3209-27e3-4cdaac480363,Product,<3 Daddy Bodysuit,<p>Perfect for a daddy loving little one &lt;3</p>,4cb4a2_4e2d1a915d724ceb98fa8d4a86dd403f~mv2.png;4cb4a2_e5d77c9022cf42708b3f294746292fa8~mv2.png,Children;Fathers day;Kids;Non-Sale;SALE;Shop now,,,11.0,,true,AMOUNT,0.0,InStock,0.0,,Size,DROP_DOWN,up to 1 month;0-3 months;3-6 months;6-9 Months;9-12 Months;12-18 Months;18-24 Months,Sleeve,DROP_DOWN,Longsleeve;Shortsleeve,,,,,,,,,,,,,Product info,"<ul>
	<li>100% Cotton&nbsp;</li>
	<li>200gsm (approx)</li>
	<li>Supersoft fabric</li>
</ul>
",,,,,,,,,,,Vinyl colour (see chart in pictures),500,true,,,,
product_298e84b6-41b4-3209-27e3-4cdaac480363,Variant,,,,,,,,1.0,true,,,InStock,,,,,up to 1 month,,,Longsleeve,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_298e84b6-41b4-3209-27e3-4cdaac480363,Variant,,,,,,,,1.0,true,,,InStock,,,,,6-9 Months,,,Longsleeve,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_298e84b6-41b4-3209-27e3-4cdaac480363,Variant,,,,,,,,1.0,true,,,InStock,,,,,3-6 months,,,Longsleeve,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_298e84b6-41b4-3209-27e3-4cdaac480363,Variant,,,,,,,,1.0,true,,,InStock,,,,,0-3 months,,,Longsleeve,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_298e84b6-41b4-3209-27e3-4cdaac480363,Variant,,,,,,,,1.0,true,,,InStock,,,,,12-18 Months,,,Longsleeve,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_298e84b6-41b4-3209-27e3-4cdaac480363,Variant,,,,,,,,1.0,true,,,InStock,,,,,9-12 Months,,,Longsleeve,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_298e84b6-41b4-3209-27e3-4cdaac480363,Variant,,,,,,,,1.0,true,,,InStock,,,,,18-24 Months,,,Longsleeve,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_60f9119e-7253-b57d-78b9-762ab7505ad4,Product,Our First Father's day Bodysuit,<p>This is the perfect way to mark your vest first father's day together :)</p>,4cb4a2_e5615019ce164a80937c9dd0ba777f4b~mv2.png;4cb4a2_e5d77c9022cf42708b3f294746292fa8~mv2.png,Children;Fathers day;Kids;Non-Sale;SALE;Shop now,,,11.0,,true,AMOUNT,0.0,InStock,0.0,,Size,DROP_DOWN,up to 1 month;0-3 months;3-6 months;6-9 Months;9-12 Months;12-18 Months;18-24 Months,Sleeve,DROP_DOWN,Longsleeve;Shortsleeve,,,,,,,,,,,,,Product info,"<ul>
	<li>100% Cotton&nbsp;</li>
	<li>200gsm (approx)</li>
	<li>Supersoft fabric</li>
</ul>
",,,,,,,,,,,Vinyl colour (see chart in pictures),500,true,,,,
product_60f9119e-7253-b57d-78b9-762ab7505ad4,Variant,,,,,,,,1.0,true,,,InStock,,,,,up to 1 month,,,Longsleeve,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_60f9119e-7253-b57d-78b9-762ab7505ad4,Variant,,,,,,,,1.0,true,,,InStock,,,,,6-9 Months,,,Longsleeve,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_60f9119e-7253-b57d-78b9-762ab7505ad4,Variant,,,,,,,,1.0,true,,,InStock,,,,,3-6 months,,,Longsleeve,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_60f9119e-7253-b57d-78b9-762ab7505ad4,Variant,,,,,,,,1.0,true,,,InStock,,,,,0-3 months,,,Longsleeve,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_60f9119e-7253-b57d-78b9-762ab7505ad4,Variant,,,,,,,,1.0,true,,,InStock,,,,,12-18 Months,,,Longsleeve,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_60f9119e-7253-b57d-78b9-762ab7505ad4,Variant,,,,,,,,1.0,true,,,InStock,,,,,9-12 Months,,,Longsleeve,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_60f9119e-7253-b57d-78b9-762ab7505ad4,Variant,,,,,,,,1.0,true,,,InStock,,,,,18-24 Months,,,Longsleeve,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
